gene_id	gene_name	class	Huisinga_class
YNR036C	MRPS12	TFIID	TFIID-dominated
YNL162W-A	YNL162W-A	TFIID	
YGR173W	RBG2	TFIID	TFIID-dominated
YLR100W	ERG27	TFIID	TFIID-dominated
YPL034W	YPL034W	TFIID	TFIID-dominated
YER005W	YND1	TFIID	TFIID-dominated
YJL097W	PHS1	TFIID	TFIID-dominated
YJL071W	ARG2	TFIID	TFIID-dominated
YLR187W	SKG3	TFIID	TFIID-dominated
YGR104C	SRB5	TFIID	TFIID-dominated
YHR144C	DCD1	TFIID	TFIID-dominated
YNR011C	PRP2	TFIID	TFIID-dominated
YHR062C	RPP1	TFIID	TFIID-dominated
YNR015W	SMM1	TFIID	TFIID-dominated
YBR097W	VPS15	TFIID	no call
YLL006W	MMM1	TFIID	TFIID-dominated
YLR383W	SMC6	TFIID	TFIID-dominated
YDL069C	CBS1	TFIID	TFIID-dominated
YBR001C	NTH2	CR	TFIID-dominated
YJL030W	MAD2	TFIID	TFIID-dominated
YNL230C	ELA1	TFIID	TFIID-dominated
YCR032W	BPH1	TFIID	TFIID-dominated
YHR038W	RRF1	TFIID	TFIID-dominated
YDR444W	YDR444W	TFIID	TFIID-dominated
YMR167W	MLH1	TFIID	TFIID-dominated
YOL088C	MPD2	TFIID	TFIID-dominated
YLR032W	RAD5	TFIID	TFIID-dominated
YPL149W	ATG5	TFIID	TFIID-dominated
YJL062W-A	COA3	TFIID	
YDR031W	MIX14	TFIID	TFIID-dominated
YKL047W	ANR2	TFIID	TFIID-dominated
YBL101C	ECM21	TFIID	SAGA-dominated
YML109W	ZDS2	TFIID	TFIID-dominated
YOL117W	RRI2	CR	TFIID-dominated
YBR056W	YBR056W	TFIID	TFIID-dominated
YNL305C	BXI1	TFIID	TFIID-dominated
YDR142C	PEX7	TFIID	TFIID-dominated
YBL010C	YBL010C	TFIID	no call
YDL156W	CMR1	TFIID	TFIID-dominated
YDR370C	DXO1	TFIID	TFIID-dominated
YDL177C	YDL177C	TFIID	TFIID-dominated
YGR152C	RSR1	TFIID	TFIID-dominated
YCL002C	YCL002C	TFIID	no call
YIL002C	INP51	TFIID	TFIID-dominated
YMR264W	CUE1	TFIID	TFIID-dominated
YMR184W	ADD37	TFIID	TFIID-dominated
YLR368W	MDM30	TFIID	TFIID-dominated
YPL267W	ACM1	CR	TFIID-dominated
YHR198C	AIM18	TFIID	TFIID-dominated
YJR140C	HIR3	TFIID	TFIID-dominated
YER077C	YER077C	TFIID	TFIID-dominated
YDR440W	DOT1	TFIID	TFIID-dominated
YPR021C	AGC1	TFIID	TFIID-dominated
YER003C	PMI40	TFIID	SAGA/TFIID
YDR057W	YOS9	TFIID	TFIID-dominated
YJL013C	MAD3	TFIID	TFIID-dominated
YOL069W	NUF2	TFIID	TFIID-dominated
YPL101W	ELP4	TFIID	no call
YNL025C	SSN8	TFIID	TFIID-dominated
YOR033C	EXO1	TFIID	TFIID-dominated
YHR083W	SAM35	TFIID	TFIID-dominated
YKL171W	NNK1	TFIID	TFIID-dominated
YKR036C	CAF4	TFIID	TFIID-dominated
YAR003W	SWD1	TFIID	TFIID-dominated
YDL176W	YDL176W	TFIID	TFIID-dominated
YGR058W	PEF1	TFIID	TFIID-dominated
YHR151C	MTC6	TFIID	TFIID-dominated
YJL187C	SWE1	TFIID	TFIID-dominated
YJR133W	XPT1	CR	TFIID-dominated
YML029W	USA1	TFIID	TFIID-dominated
YML094W	GIM5	TFIID	TFIID-dominated
YMR032W	HOF1	TFIID	TFIID-dominated
YLR183C	TOS4	TFIID	TFIID-dominated
YNL250W	RAD50	TFIID	TFIID-dominated
YJR030C	YJR030C	TFIID	TFIID-dominated
YBL055C	YBL055C	TFIID	TFIID-dominated
YOR219C	STE13	TFIID	TFIID-dominated
YMR238W	DFG5	TFIID	SAGA-dominated
YER142C	MAG1	TFIID	TFIID-dominated
YAL010C	MDM10	TFIID	TFIID-dominated
YJR015W	YJR015W	TFIID	TFIID-dominated
YCR044C	PER1	TFIID	TFIID-dominated
YJL095W	BCK1	TFIID	TFIID-dominated
YLR290C	YLR290C	TFIID	TFIID-dominated
YPR155C	NCA2	TFIID	TFIID-dominated
YLR049C	YLR049C	CR	TFIID-dominated
YDR307W	PMT7	TFIID	TFIID-dominated
YNL124W	NAF1	TFIID	TFIID-dominated
YPL229W	YPL229W	TFIID	TFIID-dominated
YPL176C	TRE1	TFIID	TFIID-dominated
YNL073W	MSK1	TFIID	TFIID-dominated
YMR192W	GYL1	TFIID	TFIID-dominated
YOR291W	YPK9	TFIID	TFIID-dominated
YOR130C	ORT1	TFIID	TFIID-dominated
YHR131C	YHR131C	TFIID	TFIID-dominated
YCR094W	CDC50	TFIID	TFIID-dominated
YMR152W	YIM1	TFIID	TFIID-dominated
YMR060C	SAM37	TFIID	TFIID-dominated
YKR048C	NAP1	TFIID	TFIID-dominated
YNR003C	RPC34	TFIID	TFIID-dominated
YJL093C	TOK1	TFIID	TFIID-dominated
YDR443C	SSN2	TFIID	TFIID-dominated
YBR272C	HSM3	TFIID	TFIID-dominated
YDL164C	CDC9	TFIID	TFIID-dominated
YNL254C	RTC4	TFIID	TFIID-dominated
YGL237C	HAP2	TFIID	TFIID-dominated
YMR288W	HSH155	TFIID	TFIID-dominated
YOR271C	FSF1	TFIID	TFIID-dominated
YOL140W	ARG8	TFIID	TFIID-dominated
YJR058C	APS2	TFIID	TFIID-dominated
YNL078W	NIS1	CR	TFIID-dominated
YOL143C	RIB4	CR	SAGA-dominated
YKL089W	MIF2	TFIID	TFIID-dominated
YGR283C	YGR283C	TFIID	TFIID-dominated
YPL120W	VPS30	TFIID	TFIID-dominated
YGL003C	CDH1	TFIID	TFIID-dominated
YNR009W	NRM1	CR	TFIID-dominated
YOL023W	IFM1	TFIID	TFIID-dominated
YDR397C	NCB2	CR	SAGA-dominated
YOR246C	ENV9	TFIID	TFIID-dominated
YGR277C	CAB4	TFIID	TFIID-dominated
YPR180W	AOS1	TFIID	TFIID-dominated
YIL103W	DPH1	TFIID	TFIID-dominated
YKL069W	YKL069W	TFIID	TFIID-dominated
YBR167C	POP7	TFIID	TFIID-dominated
YPR117W	YPR117W	TFIID	TFIID-dominated
YCR092C	MSH3	TFIID	TFIID-dominated
YJR120W	YJR120W	TFIID	TFIID-dominated
YLR265C	NEJ1	TFIID	TFIID-dominated
YKL166C	TPK3	TFIID	TFIID-dominated
YMR009W	ADI1	TFIID	TFIID-dominated
YLR087C	CSF1	TFIID	TFIID-dominated
YAL002W	VPS8	TFIID	TFIID-dominated
YMR185W	RTP1	TFIID	TFIID-dominated
YML095C	RAD10	TFIID	TFIID-dominated
YML128C	MSC1	CR	SAGA-dominated
YOR018W	ROD1	CR	TFIID-dominated
YHR017W	YSC83	TFIID	TFIID-dominated
YOR288C	MPD1	TFIID	TFIID-dominated
YJL042W	MHP1	TFIID	TFIID-dominated
YNL214W	PEX17	TFIID	TFIID-dominated
YDR201W	SPC19	TFIID	TFIID-dominated
YDR319C	YFT2	TFIID	TFIID-dominated
YOR087W	YVC1	TFIID	TFIID-dominated
YOL125W	TRM13	TFIID	TFIID-dominated
YML051W	GAL80	TFIID	TFIID-dominated
YLR268W	SEC22	TFIID	TFIID-dominated
YML059C	NTE1	TFIID	TFIID-dominated
YLR097C	HRT3	TFIID	TFIID-dominated
YER001W	MNN1	CR	SAGA/TFIID
YER175W-A	YER175W-A	TFIID	
YAR015W	ADE1	TFIID	SAGA-dominated
YOR324C	FRT1	TFIID	TFIID-dominated
YER083C	GET2	TFIID	TFIID-dominated
YGL079W	KXD1	TFIID	TFIID-dominated
YER062C	GPP2	CR	SAGA-dominated
YOR363C	PIP2	TFIID	TFIID-dominated
YOL042W	NGL1	TFIID	TFIID-dominated
YML070W	DAK1	TFIID	TFIID-dominated
YOL112W	MSB4	TFIID	TFIID-dominated
YDR196C	CAB5	TFIID	TFIID-dominated
YIL140W	AXL2	TFIID	TFIID-dominated
YGR052W	FMP48	CR	SAGA-dominated
YIL097W	FYV10	TFIID	TFIID-dominated
YGL163C	RAD54	TFIID	no call
YKL206C	ADD66	TFIID	TFIID-dominated
YKL029C	MAE1	TFIID	SAGA-dominated
YHR171W	ATG7	TFIID	TFIID-dominated
YBR094W	PBY1	TFIID	TFIID-dominated
YOR131C	YOR131C	TFIID	TFIID-dominated
YDR338C	YDR338C	TFIID	TFIID-dominated
YIL007C	NAS2	TFIID	TFIID-dominated
YBR194W	AIM4	TFIID	TFIID-dominated
YKL108W	SLD2	TFIID	TFIID-dominated
YIL009W	FAA3	CR	TFIID-dominated
YBR096W	YBR096W	TFIID	TFIID-dominated
YPL175W	SPT14	TFIID	TFIID-dominated
YLR380W	CSR1	TFIID	TFIID-dominated
YMR126C	DLT1	TFIID	TFIID-dominated
YOR357C	SNX3	TFIID	TFIID-dominated
YNL133C	FYV6	TFIID	TFIID-dominated
YNR066C	YNR066C	TFIID	SAGA-dominated
YDL219W	DTD1	TFIID	TFIID-dominated
YHL010C	ETP1	TFIID	TFIID-dominated
YBR141C	BMT2	TFIID	no call
YOR231W	MKK1	TFIID	TFIID-dominated
YMR073C	IRC21	TFIID	TFIID-dominated
YOR110W	TFC7	TFIID	TFIID-dominated
YDL052C	SLC1	TFIID	TFIID-dominated
YPR052C	NHP6A	TFIID	TFIID-dominated
YIL017C	VID28	TFIID	
YPR199C	ARR1	TFIID	TFIID-dominated
YOL078W	AVO1	TFIID	TFIID-dominated
YBR138C	YBR138C	TFIID	TFIID-dominated
YLL055W	YCT1	CR	SAGA-dominated
YDL091C	UBX3	TFIID	TFIID-dominated
YLR228C	ECM22	TFIID	TFIID-dominated
YLR063W	BMT6	TFIID	TFIID-dominated
YDR320C	SWA2	TFIID	TFIID-dominated
YJR083C	ACF4	TFIID	TFIID-dominated
YNL273W	TOF1	TFIID	TFIID-dominated
YHR025W	THR1	TFIID	TFIID-dominated
YKL214C	YRA2	TFIID	TFIID-dominated
YIL088C	AVT7	TFIID	TFIID-dominated
YGL221C	NIF3	TFIID	TFIID-dominated
YPL122C	TFB2	TFIID	TFIID-dominated
YLR104W	LCL2	TFIID	TFIID-dominated
YHR164C	DNA2	TFIID	TFIID-dominated
YJR127C	RSF2	CR	SAGA/TFIID
YFL033C	RIM15	TFIID	no call
YGL057C	GEP7	TFIID	TFIID-dominated
YPR176C	BET2	TFIID	TFIID-dominated
YHR156C	LIN1	TFIID	TFIID-dominated
YNL045W	LAP2	TFIID	TFIID-dominated
YDR254W	CHL4	TFIID	TFIID-dominated
YLR005W	SSL1	TFIID	TFIID-dominated
YML099C	ARG81	TFIID	TFIID-dominated
YLR059C	REX2	TFIID	TFIID-dominated
YER169W	RPH1	TFIID	TFIID-dominated
YNL295W	YNL295W	TFIID	TFIID-dominated
YJL193W	YJL193W	TFIID	TFIID-dominated
YMR172W	HOT1	TFIID	TFIID-dominated
YHR147C	MRPL6	TFIID	TFIID-dominated
YKL024C	URA6	TFIID	TFIID-dominated
YBR193C	MED8	TFIID	TFIID-dominated
YHR032W	ERC1	TFIID	TFIID-dominated
YDL159W	STE7	TFIID	TFIID-dominated
YGL067W	NPY1	TFIID	TFIID-dominated
YMR312W	ELP6	TFIID	TFIID-dominated
YNL249C	MPA43	TFIID	TFIID-dominated
YNL312W	RFA2	TFIID	TFIID-dominated
YKR004C	ECM9	TFIID	TFIID-dominated
YIR003W	AIM21	TFIID	TFIID-dominated
YDR202C	RAV2	TFIID	TFIID-dominated
YCR054C	CTR86	TFIID	TFIID-dominated
YLR188W	MDL1	TFIID	TFIID-dominated
YGL062W	PYC1	CR	SAGA-dominated
YBR105C	VID24	TFIID	SAGA-dominated
YNL116W	DMA2	TFIID	TFIID-dominated
YDL129W	YDL129W	TFIID	TFIID-dominated
YJL194W	CDC6	CR	TFIID-dominated
YMR096W	SNZ1	TFIID	SAGA-dominated
YKL033W	TTI1	TFIID	TFIID-dominated
YML037C	YML037C	TFIID	TFIID-dominated
YNL172W	APC1	TFIID	TFIID-dominated
YOR295W	UAF30	TFIID	TFIID-dominated
YKL125W	RRN3	CR	TFIID-dominated
YLR179C	YLR179C	CR	TFIID-dominated
YKL189W	HYM1	TFIID	TFIID-dominated
YNL026W	SAM50	TFIID	TFIID-dominated
YGL232W	TAN1	TFIID	TFIID-dominated
YOR373W	NUD1	TFIID	no call
YPL244C	HUT1	TFIID	TFIID-dominated
YKL146W	AVT3	TFIID	TFIID-dominated
YDL077C	VAM6	TFIID	TFIID-dominated
YLR090W	XDJ1	TFIID	TFIID-dominated
YPL191C	YPL191C	TFIID	TFIID-dominated
YDR296W	MHR1	TFIID	TFIID-dominated
YOR080W	DIA2	TFIID	TFIID-dominated
YGR232W	NAS6	TFIID	TFIID-dominated
YLR077W	FMP25	TFIID	TFIID-dominated
YEL012W	UBC8	TFIID	TFIID-dominated
YPR095C	SYT1	TFIID	TFIID-dominated
YOR174W	MED4	TFIID	TFIID-dominated
YLR211C	ATG38	TFIID	TFIID-dominated
YGL196W	DSD1	TFIID	SAGA/TFIID
YMR164C	MSS11	TFIID	TFIID-dominated
YGL004C	RPN14	TFIID	TFIID-dominated
YIL077C	YIL077C	TFIID	TFIID-dominated
YDR065W	RRG1	TFIID	TFIID-dominated
YKL116C	PRR1	TFIID	TFIID-dominated
YBR091C	TIM12	TFIID	TFIID-dominated
YMR030W	RSF1	TFIID	TFIID-dominated
YJR049C	UTR1	TFIID	TFIID-dominated
YJL180C	ATP12	TFIID	TFIID-dominated
YDL127W	PCL2	CR	TFIID-dominated
YPL038W	MET31	TFIID	TFIID-dominated
YDR082W	STN1	TFIID	TFIID-dominated
YOL071W	SDH5	TFIID	TFIID-dominated
YGL142C	GPI10	TFIID	TFIID-dominated
YDR470C	UGO1	TFIID	TFIID-dominated
YDR359C	EAF1	TFIID	TFIID-dominated
YLR194C	YLR194C	CR	SAGA-dominated
YDR451C	YHP1	CR	TFIID-dominated
YDR516C	EMI2	TFIID	TFIID-dominated
YBL088C	TEL1	TFIID	TFIID-dominated
YGL050W	TYW3	TFIID	TFIID-dominated
YGR275W	RTT102	TFIID	TFIID-dominated
YOR352W	TFB6	TFIID	TFIID-dominated
YPL233W	NSL1	TFIID	TFIID-dominated
YBL016W	FUS3	TFIID	TFIID-dominated
YFR008W	FAR7	TFIID	TFIID-dominated
YGR258C	RAD2	TFIID	TFIID-dominated
YHR074W	QNS1	TFIID	TFIID-dominated
YDL030W	PRP9	TFIID	TFIID-dominated
YIL114C	POR2	TFIID	TFIID-dominated
YML077W	BET5	TFIID	TFIID-dominated
YJR099W	YUH1	TFIID	TFIID-dominated
YJL200C	ACO2	TFIID	TFIID-dominated
YEL016C	NPP2	TFIID	TFIID-dominated
YJL091C	GWT1	TFIID	TFIID-dominated
YNL011C	YNL011C	TFIID	TFIID-dominated
YPR178W	PRP4	TFIID	TFIID-dominated
YGR016W	YGR016W	TFIID	TFIID-dominated
YMR210W	YMR210W	TFIID	TFIID-dominated
YDR489W	SLD5	TFIID	TFIID-dominated
YGR262C	BUD32	TFIID	TFIID-dominated
YMR041C	ARA2	TFIID	TFIID-dominated
YGL083W	SCY1	TFIID	TFIID-dominated
YBR156C	SLI15	TFIID	TFIID-dominated
YER186C	YER186C	TFIID	TFIID-dominated
YBR042C	CST26	TFIID	TFIID-dominated
YGL248W	PDE1	TFIID	SAGA-dominated
YMR213W	CEF1	TFIID	TFIID-dominated
YCR019W	MAK32	TFIID	no call
YHL019C	APM2	TFIID	TFIID-dominated
YLL049W	LDB18	CR	TFIID-dominated
YFR053C	HXK1	CR	SAGA-dominated
YNL122C	YNL122C	TFIID	TFIID-dominated
YPR109W	YPR109W	TFIID	TFIID-dominated
YNL283C	WSC2	TFIID	TFIID-dominated
YJL172W	CPS1	TFIID	SAGA-dominated
YBR188C	NTC20	TFIID	TFIID-dominated
YGR241C	YAP1802	TFIID	TFIID-dominated
YNL003C	PET8	TFIID	TFIID-dominated
YOR179C	SYC1	TFIID	SAGA/TFIID
YDR207C	UME6	TFIID	TFIID-dominated
YAL032C	PRP45	TFIID	TFIID-dominated
YJR141W	YJR141W	TFIID	TFIID-dominated
YMR166C	YMR166C	TFIID	TFIID-dominated
YGR239C	PEX21	CR	SAGA-dominated
YPL104W	MSD1	TFIID	TFIID-dominated
YLR131C	ACE2	TFIID	TFIID-dominated
YER038C	KRE29	TFIID	TFIID-dominated
YCL028W	RNQ1	TFIID	TFIID-dominated
YGR108W	CLB1	CR	SAGA/TFIID
YGR216C	GPI1	TFIID	TFIID-dominated
YPR098C	YPR098C	TFIID	TFIID-dominated
YMR283C	RIT1	TFIID	TFIID-dominated
YFL010C	WWM1	TFIID	TFIID-dominated
YDL203C	ACK1	TFIID	TFIID-dominated
YGL007C-A	YGL007C-A	TFIID	
YPR084W	YPR084W	TFIID	TFIID-dominated
YIL039W	TED1	TFIID	TFIID-dominated
YNL240C	NAR1	TFIID	TFIID-dominated
YMR088C	VBA1	TFIID	TFIID-dominated
YOR137C	SIA1	TFIID	SAGA-dominated
YMR294W	JNM1	TFIID	TFIID-dominated
YBR259W	YBR259W	TFIID	TFIID-dominated
YBR163W	EXO5	TFIID	TFIID-dominated
YOR245C	DGA1	TFIID	TFIID-dominated
YMR098C	ATP25	TFIID	TFIID-dominated
YMR105C	PGM2	CR	SAGA-dominated
YOR064C	YNG1	TFIID	TFIID-dominated
YPL262W	FUM1	TFIID	SAGA-dominated
YGL134W	PCL10	TFIID	TFIID-dominated
YPL155C	KIP2	TFIID	TFIID-dominated
YMR191W	SPG5	TFIID	TFIID-dominated
YIR016W	YIR016W	TFIID	TFIID-dominated
YPR135W	CTF4	TFIID	no call
YNL321W	VNX1	TFIID	TFIID-dominated
YML113W	DAT1	TFIID	TFIID-dominated
YGR012W	YGR012W	TFIID	TFIID-dominated
YOR329C	SCD5	TFIID	TFIID-dominated
YLR215C	CDC123	TFIID	TFIID-dominated
YDL098C	SNU23	TFIID	TFIID-dominated
YIL009C-A	EST3	TFIID	TFIID-dominated
YOL001W	PHO80	TFIID	TFIID-dominated
YKL052C	ASK1	TFIID	TFIID-dominated
YOR334W	MRS2	TFIID	TFIID-dominated
YDR014W	RAD61	TFIID	TFIID-dominated
YDR318W	MCM21	TFIID	TFIID-dominated
YOR197W	MCA1	TFIID	TFIID-dominated
YKR086W	PRP16	TFIID	TFIID-dominated
YGR099W	TEL2	TFIID	TFIID-dominated
YKR078W	YKR078W	TFIID	TFIID-dominated
YER053C	PIC2	CR	SAGA-dominated
YLL035W	GRC3	TFIID	TFIID-dominated
YGL209W	MIG2	CR	SAGA-dominated
YLR016C	PML1	TFIID	TFIID-dominated
YLR324W	PEX30	TFIID	TFIID-dominated
YKR020W	VPS51	TFIID	TFIID-dominated
YKL207W	EMC3	TFIID	TFIID-dominated
YOL102C	TPT1	TFIID	TFIID-dominated
YCR087C-A	YCR087C-A	TFIID	
YLR001C	YLR001C	TFIID	TFIID-dominated
YDR198C	RKM2	TFIID	TFIID-dominated
YDR415C	YDR415C	TFIID	TFIID-dominated
YDR475C	JIP4	TFIID	TFIID-dominated
YDR421W	ARO80	TFIID	TFIID-dominated
YDR265W	PEX10	TFIID	TFIID-dominated
YMR207C	HFA1	TFIID	TFIID-dominated
YNL328C	MDJ2	TFIID	TFIID-dominated
YHR078W	YHR078W	TFIID	TFIID-dominated
YDL165W	CDC36	TFIID	TFIID-dominated
YNR010W	CSE2	TFIID	TFIID-dominated
YJR035W	RAD26	TFIID	TFIID-dominated
YHR057C	CPR2	TFIID	TFIID-dominated
YKL005C	BYE1	TFIID	TFIID-dominated
YBR204C	LDH1	TFIID	TFIID-dominated
YOL066C	RIB2	TFIID	TFIID-dominated
YIL083C	CAB2	TFIID	TFIID-dominated
YGR102C	GTF1	TFIID	TFIID-dominated
YCL056C	PEX34	TFIID	TFIID-dominated
YJR033C	RAV1	TFIID	TFIID-dominated
YBR044C	TCM62	TFIID	TFIID-dominated
YOR384W	FRE5	CR	TFIID-dominated
YPL170W	DAP1	TFIID	TFIID-dominated
YJL139C	YUR1	TFIID	TFIID-dominated
YCR052W	RSC6	TFIID	TFIID-dominated
YIL092W	YIL092W	TFIID	TFIID-dominated
YPR017C	DSS4	TFIID	TFIID-dominated
YLR176C	RFX1	TFIID	SAGA-dominated
YML104C	MDM1	TFIID	TFIID-dominated
YNL046W	YNL046W	CR	TFIID-dominated
YJR100C	AIM25	TFIID	TFIID-dominated
YMR234W	RNH1	TFIID	TFIID-dominated
YIL157C	COA1	TFIID	TFIID-dominated
YLR439W	MRPL4	TFIID	TFIID-dominated
YHR054C	YHR054C	CR	TFIID-dominated
YHR204W	MNL1	TFIID	TFIID-dominated
YPL076W	GPI2	TFIID	TFIID-dominated
YPR032W	SRO7	TFIID	TFIID-dominated
YPL219W	PCL8	TFIID	TFIID-dominated
YIL019W	FAF1	TFIID	TFIID-dominated
YOR156C	NFI1	TFIID	TFIID-dominated
YOR037W	CYC2	TFIID	TFIID-dominated
YBR214W	SDS24	TFIID	TFIID-dominated
YGR041W	BUD9	CR	SAGA-dominated
YIL096C	BMT5	TFIID	TFIID-dominated
YJL162C	JJJ2	TFIID	TFIID-dominated
YGL119W	COQ8	TFIID	TFIID-dominated
YPR120C	CLB5	TFIID	TFIID-dominated
YDR252W	BTT1	TFIID	TFIID-dominated
YKL134C	1-Oct	TFIID	TFIID-dominated
YIR005W	IST3	TFIID	TFIID-dominated
YGR238C	KEL2	TFIID	TFIID-dominated
YJL099W	CHS6	TFIID	TFIID-dominated
YPR083W	MDM36	TFIID	TFIID-dominated
YJL088W	ARG3	CR	SAGA-dominated
YOL107W	YOL107W	TFIID	TFIID-dominated
YDR268W	MSW1	TFIID	TFIID-dominated
YLR408C	BLS1	TFIID	TFIID-dominated
YBR252W	DUT1	TFIID	TFIID-dominated
YIL159W	BNR1	TFIID	TFIID-dominated
YDL237W	AIM6	TFIID	TFIID-dominated
YNL035C	YNL035C	TFIID	TFIID-dominated
YER079W	YER079W	TFIID	TFIID-dominated
YOR148C	SPP2	TFIID	TFIID-dominated
YBR258C	SHG1	TFIID	TFIID-dominated
YGL016W	KAP122	TFIID	TFIID-dominated
YLR382C	NAM2	TFIID	TFIID-dominated
YJR084W	YJR084W	TFIID	TFIID-dominated
YJR148W	BAT2	CR	TFIID-dominated
YJL062W	LAS21	TFIID	TFIID-dominated
YEL072W	RMD6	TFIID	TFIID-dominated
YBR235W	VHC1	TFIID	TFIID-dominated
YIL156W	UBP7	TFIID	TFIID-dominated
YDL105W	NSE4	TFIID	TFIID-dominated
YGL064C	MRH4	TFIID	TFIID-dominated
YBR092C	PHO3	CR	SAGA/TFIID
YJL063C	MRPL8	TFIID	TFIID-dominated
YIR026C	YVH1	TFIID	TFIID-dominated
YLR207W	HRD3	TFIID	TFIID-dominated
YJR113C	RSM7	TFIID	TFIID-dominated
YMR127C	SAS2	TFIID	TFIID-dominated
YPL172C	COX10	TFIID	TFIID-dominated
YCL029C	BIK1	TFIID	TFIID-dominated
YPR046W	MCM16	TFIID	TFIID-dominated
YML119W	YML119W	TFIID	TFIID-dominated
YLR375W	STP3	TFIID	TFIID-dominated
YBR136W	MEC1	TFIID	TFIID-dominated
YDR110W	FOB1	TFIID	TFIID-dominated
YOR077W	RTS2	TFIID	TFIID-dominated
YLR240W	VPS34	TFIID	TFIID-dominated
YNL293W	MSB3	TFIID	TFIID-dominated
YML002W	YML002W	TFIID	TFIID-dominated
YGR244C	LSC2	TFIID	SAGA-dominated
YMR204C	INP1	TFIID	TFIID-dominated
YBR083W	TEC1	CR	SAGA-dominated
YPR156C	TPO3	CR	SAGA-dominated
YGL025C	PGD1	TFIID	TFIID-dominated
YDR380W	ARO10	CR	SAGA-dominated
YJR008W	MHO1	TFIID	SAGA-dominated
YLR417W	VPS36	TFIID	TFIID-dominated
YDL078C	MDH3	TFIID	TFIID-dominated
YKR088C	TVP38	TFIID	TFIID-dominated
YPL214C	THI6	TFIID	TFIID-dominated
YLR392C	ART10	TFIID	SAGA-dominated
YJR103W	URA8	CR	TFIID-dominated
YBL025W	RRN10	TFIID	TFIID-dominated
YLR283W	YLR283W	TFIID	TFIID-dominated
YOR284W	HUA2	TFIID	TFIID-dominated
YPL153C	RAD53	TFIID	TFIID-dominated
YOL072W	THP1	TFIID	TFIID-dominated
YPL083C	SEN54	TFIID	TFIID-dominated
YLR385C	SWC7	TFIID	SAGA/TFIID
YML003W	YML003W	TFIID	no call
YNR049C	MSO1	TFIID	TFIID-dominated
YDR076W	RAD55	TFIID	TFIID-dominated
YOL005C	RPB11	TFIID	no call
YNR012W	URK1	TFIID	TFIID-dominated
YML011C	RAD33	TFIID	TFIID-dominated
YPL015C	HST2	TFIID	TFIID-dominated
YDR538W	PAD1	TFIID	TFIID-dominated
YGL162W	SUT1	TFIID	SAGA-dominated
YNL278W	CAF120	TFIID	TFIID-dominated
YDR479C	PEX29	TFIID	TFIID-dominated
YPL107W	YPL107W	TFIID	TFIID-dominated
YMR036C	MIH1	TFIID	TFIID-dominated
YNL097C	PHO23	TFIID	TFIID-dominated
YOR269W	PAC1	TFIID	TFIID-dominated
YLR320W	MMS22	TFIID	TFIID-dominated
YKL149C	DBR1	TFIID	TFIID-dominated
YAR027W	UIP3	TFIID	TFIID-dominated
YPL087W	YDC1	TFIID	TFIID-dominated
YGL113W	SLD3	TFIID	TFIID-dominated
YNL083W	SAL1	TFIID	TFIID-dominated
YGL160W	AIM14	TFIID	TFIID-dominated
YDR213W	UPC2	TFIID	TFIID-dominated
YPR200C	ARR2	TFIID	TFIID-dominated
YJR034W	PET191	TFIID	TFIID-dominated
YIL071C	PCI8	TFIID	
YBR197C	YBR197C	TFIID	TFIID-dominated
YLR456W	YLR456W	TFIID	TFIID-dominated
YNL106C	INP52	TFIID	TFIID-dominated
YBR157C	ICS2	CR	SAGA-dominated
YOR083W	WHI5	TFIID	no call
YBR195C	MSI1	TFIID	TFIID-dominated
YEL062W	NPR2	TFIID	TFIID-dominated
YDR109C	YDR109C	TFIID	TFIID-dominated
YLR443W	ECM7	TFIID	TFIID-dominated
YML112W	CTK3	TFIID	TFIID-dominated
YPR134W	MSS18	TFIID	TFIID-dominated
YBL021C	HAP3	TFIID	TFIID-dominated
YGR255C	COQ6	TFIID	TFIID-dominated
YNL108C	YNL108C	TFIID	TFIID-dominated
YCL004W	PGS1	TFIID	TFIID-dominated
YGR021W	YGR021W	TFIID	TFIID-dominated
YDR414C	ERD1	TFIID	TFIID-dominated
YMR013C	SEC59	TFIID	TFIID-dominated
YHL048W	COS8	TFIID	TFIID-dominated
YGL174W	BUD13	TFIID	TFIID-dominated
YER147C	SCC4	TFIID	TFIID-dominated
YNL264C	PDR17	TFIID	TFIID-dominated
YDL064W	UBC9	TFIID	TFIID-dominated
YKR044W	UIP5	TFIID	TFIID-dominated
YGR111W	YGR111W	TFIID	TFIID-dominated
YBR026C	ETR1	TFIID	TFIID-dominated
YKR017C	HEL1	TFIID	TFIID-dominated
YML107C	PML39	TFIID	TFIID-dominated
YBL074C	AAR2	TFIID	TFIID-dominated
YPR047W	MSF1	TFIID	TFIID-dominated
YPR188C	MLC2	TFIID	TFIID-dominated
YHR080C	YHR080C	TFIID	TFIID-dominated
YER044C	ERG28	CR	TFIID-dominated
YBR056W-A	YBR056W-A	CR	
YKL198C	PTK1	CR	TFIID-dominated
YER162C	RAD4	TFIID	TFIID-dominated
YMR263W	SAP30	TFIID	TFIID-dominated
YML096W	YML096W	TFIID	TFIID-dominated
YDL139C	SCM3	TFIID	TFIID-dominated
YPL065W	VPS28	TFIID	TFIID-dominated
YBL095W	YBL095W	TFIID	TFIID-dominated
YGR101W	PCP1	TFIID	TFIID-dominated
YPL269W	KAR9	TFIID	TFIID-dominated
YHR188C	GPI16	TFIID	TFIID-dominated
